ERA Code,ERA Acronym,ERA Conference Name,Acronym,Conference Name (DBLP),GS Venue Code,GS Name,Google Scholar H5-Index 2023,Google Scholar H5-Index 2022,CORE ID,CORE Conference Name,ICORE 2023 Rank,CORE 2021 Rank,CORE 2020 Rank,CORE 2018 Rank,ERA 2010 Rank,DBLP Link,DBLP URL,Google Scholar Metrics Link,GS URL,Comment
42985,RE,IEEE International Requirements Engineering Conference,RE,IEEE International Requirements Engineering Conference,fkF-UcrzbCsJ,IEEE International Requirements Engineering Conference,30,30,690,IEEE International Requirements Engineering Conference,A,A,A,A,A,View,https://dblp.org/db/conf/re,View,https://scholar.google.com/citations?view_op=list_hcore&venue=fkF-UcrzbCsJ.2023,
43266,RECOMB,International Conference on Research in Computational Molecular Biology,RECOMB,Annual International Conference on Research in Computational Molecular Biology,AxB0uS_1a2EJ,International Conference on Research in Computational Molecular Biology,24,24,950,International Conference on Computational Molecular Biology,B,B,B,B,B,View,https://dblp.org/db/conf/recomb,View,https://scholar.google.com/citations?view_op=list_hcore&venue=AxB0uS_1a2EJ.2023,
42294,RecSys,ACM Conference on Recommender Systems,RecSys,ACM Conference on Recommender Systems,4-w_STT7RmEJ,ACM Conference on Recommender Systems,49,47,28,ACM International Conference on Recommender Systems,A,A,B,B,B,View,https://dblp.org/db/conf/recsys/,View,https://scholar.google.com/citations?view_op=list_hcore&venue=4-w_STT7RmEJ.2023,
44014,RSS,Robotics: Science and Systems,RSS,Robotics: Science and Systems Conference,jl5pTV5Sh0AJ,Robotics: Science and Systems,61,58,1709,Robotics: Science and Systems,-,-,-,A*,A,View,https://dblp.org/db/conf/rss,View,https://scholar.google.com/citations?view_op=list_hcore&venue=jl5pTV5Sh0AJ.2023,Ranked A* in Core2018. Removed in 2020.
43024,RTAS,IEEE Real-Time and Embedded Technology and Applications Symposium,RTAS,IEEE Real Time Technology and Applications Symposium,2YPqFanDRcAJ,IEEE Real-Time and Embedded Technology and Applications Symposium,27,25,725,IEEE Real-Time and Embedded Technology and Applications Symposium,A,A,A,A,A,View,https://dblp.org/db/conf/rtas,View,https://scholar.google.com/citations?view_op=list_hcore&venue=2YPqFanDRcAJ.2023,
44005,RTSS,IEEE Real-Time Systems Symposium (RTSS),RTSS,IEEE Real-Time Systems Symposium,qvvrZOpbLHgJ,IEEE International Real-Time Systems Symposium (RTSS),23,23,1701,Real Time Systems Symposium,A*,A*,A*,A*,A,View,https://dblp.org/db/conf/rtss,View,https://scholar.google.com/citations?view_op=list_hcore&venue=qvvrZOpbLHgJ.2023,
43051,S&P,IEEE Symposium on Security and Privacy,S&P,IEEE Symposium on Security and Privacy,cyrroHz3a0YJ,IEEE Symposium on Security and Privacy,98,89,750,IEEE Symposium on Security and Privacy,A*,A*,A*,A*,A,View,https://dblp.org/db/conf/sp/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=cyrroHz3a0YJ.2023,
42328,SAC,ACM Symposium on Applied Computing,SAC,ACM Symposium on Applied Computing,eLhWa3qzEDsJ,ACM Symposium on Applied Computing,36,30,59,ACM Symposium on Applied Computing,Multiconference,Multiconference,B,B,B,View,https://dblp.org/db/conf/sac,View,https://scholar.google.com/citations?view_op=list_hcore&venue=eLhWa3qzEDsJ.2023,
42411,SELCRYP,Annual Workshop on Selected Areas in Cryptography,SAC,Selected Areas in Cryptography,8C-rTF6UiesJ,International Conference on Selected Areas in Cryptography,23,24,138,Selected Areas in Cryptography,B,B,B,B,C,View,https://dblp.org/db/conf/sacrypt/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=8C-rTF6UiesJ.2023,Added 13/08/2021 as it met objective criteria. Request made by Aamir Cheema (SSC).
N78871,SANER,"International Conference on Software Analysis, Evolution and Reengineering (SANER)",SANER,"IEEE International Conference on Software Analysis, Evolution, and Reengineering",KigRzjvnEC0J,"International Conference on Software Analysis, Evolution, and Reengineering (SANER)",39,42,2280,"IEEE International Conference on Software Analysis, Evolution and Reengineering",A,A,-,-,-,View,https://dblp.org/db/conf/wcre/,View,https://scholar.google.com/citations?view_op=list_hcore&venue=KigRzjvnEC0J.2023,Added 27/07/2020 as it met objective criteria. Request made by Li Li (SSC).
43563,SAT,Theory and Applications of Satisfiability Testing,SAT,International Conference on Theory and Applications of Satisfiability Testing,Ydp6NbVxpcEJ,Theory and Applications of Satisfiability Testing,20,21,1250,International Conference on Theory and Applications of Satisfiability Testing,A,A,A,A,A,View,https://dblp.org/db/conf/sat,View,https://scholar.google.com/citations?view_op=list_hcore&venue=Ydp6NbVxpcEJ.2023,
70046,SC,"International Conference for High Performance Computing, Networking, Storage and Analysis",SC,"International Conference for High Performance Computing, Networking, Storage and Analysis",s_dKfSWgBmwJ,"International Conference for High Performance Computing, Networking, Storage and Analysis",49,43,77,"International Conference for High Performance Computing, Networking, Storage and Analysis (was Supercomputing Conference)",A,A,A,A,A,View,https://dblp.org/db/conf/sc,View,https://scholar.google.com/citations?view_op=list_hcore&venue=s_dKfSWgBmwJ.2023,
44034,SDM,SIAM International Conference on Data Mining,SDM,SIAM International Conference on Data Mining,eM05sD1nEv4J,SIAM International Conference on Data Mining (SDM),37,35,1727,SIAM International Conference on Data Mining,A,A,A,A,A,View,https://dblp.org/db/conf/sdm,View,https://scholar.google.com/citations?view_op=list_hcore&venue=eM05sD1nEv4J.2023,
43683,SEA,International Symposium on Experimental Algorithms,SEA,Symposium on Experimental and Efficient Algorithms,5mM2zjnIDtwJ,International Symposium on Experimental Algorithms,12,16,1378,International Symposium on Experimental Algorithms,B,B,B,B,B,View,https://dblp.org/db/conf/wea,View,https://scholar.google.com/citations?view_op=list_hcore&venue=5mM2zjnIDtwJ.2023,~Met objective criteria as at May 2019
42904,SECON,"IEEE Communications Society Conference on Sensor, Mesh and Ad Hoc Communications and Networks",SECON,"Annual IEEE International Conference on Sensing, Communication, and Networking",Vhi1mcaJdXEJ,"IEEE Communications Society Conference on Sensor, Mesh and Ad Hoc Communications and Networks (SECON)",26,24,610,"IEEE International Conference on Sensing, Communication and Networking",B,B,B,B,B,View,https://dblp.org/db/conf/secon,View,https://scholar.google.com/citations?view_op=list_hcore&venue=Vhi1mcaJdXEJ.2023,
N79452,,International Workshop on Semantic Evaluation (SemEval),SemEval,International Workshop on Semantic Evaluation,nnrJuCTuhnwJ,International Workshop on Semantic Evaluation,45,46,-,,-,-,-,-,-,View,https://dblp.org/db/conf/semeval/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=nnrJuCTuhnwJ.2023,
42281,SENSYS,ACM Conference on Embedded Networked Sensor Systems,SenSys,ACM International Conference on Embedded Networked Sensor Systems,LThmRgAPtwoJ,Conference on Embedded Networked Sensor Systems,36,31,15,ACM Conference on Embedded Networked Sensor Systems,A*,A*,A*,A*,A,View,https://dblp.org/db/conf/sensys/,View,https://scholar.google.com/citations?view_op=list_hcore&venue=LThmRgAPtwoJ.2023,
60007,SIGCOMM,"Conference of the ACM Special Interest Group on Data Communication - ACM SIGCOMM Conference (previously ACM Conference on Applications, Technologies, Architectures, and Protocols for Computer Communication)",SIGCOMM,ACM SIGCOMM Conference,xd8jQKOw5ikJ,ACM SIGCOMM Conference,57,60,11,"ACM Conference on Applications, Technologies, Architectures, and Protocols for Computer Communication",A*,A*,A*,A*,A,View,https://dblp.org/db/conf/sigcomm,View,https://scholar.google.com/citations?view_op=list_hcore&venue=xd8jQKOw5ikJ.2023,
70040,SIGCSE,ACM SIGCSE Technical Symposium on Computer Science Education,SIGCSE,Technical Symposium on Computer Science Education,rrlriATuz7wJ,Technical Symposium on Computer Science Education,41,38,55,ACM Special Interest Group on Computer Science Education Conference,A,A,A,A,A,View,https://dblp.org/db/conf/sigcse/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=rrlriATuz7wJ.2023,Added by Education Group 2019.
44036,SIGDIAL,Annual Meeting of the Special Interest Group on Discourse and Dialogue,SIGDIAL,SIGdial Meetings,9-0ktENZUpkJ,Annual Meeting of the Special Interest Group on Discourse and Dialogue (SIGDIAL),29,31,1729,Annual Meeting of the Special Interest Group on Discourse and Dialog,B,B,C,C,C,View,https://dblp.org/db/conf/sigdial,View,https://scholar.google.com/citations?view_op=list_hcore&venue=9-0ktENZUpkJ.2023,Added 29/01/2020 as it met objective criteria. Request made by Phil Cohen (DS&AI).
42295,SIGIR,ACM International Conference on Research and Development in Information Retrieval,SIGIR,Annual International ACM SIGIR Conference on Research and Development in Information Retrieval,Gf4FWVmkfbwJ,ACM SIGIR Conference on Research and Development in Information Retrieval,90,75,29,ACM International Conference on Research and Development in Information Retrieval,A*,A*,A*,A*,A,View,https://dblp.org/db/conf/sigir/,View,https://scholar.google.com/citations?view_op=list_hcore&venue=Gf4FWVmkfbwJ.2023,
42325,SIGMOD,ACM SIGMOD International Conference on Management of Data,SIGMOD,ACM SIGMOD Conference,u1CjH9_75_cJ,ACM SIGMOD International Conference on Management of Data,71,68,56,ACM Special Interest Group on Management of Data Conference,A*,A*,A*,A*,A,View,https://dblp.org/db/conf/sigmod/,View,https://scholar.google.com/citations?view_op=list_hcore&venue=u1CjH9_75_cJ.2023,
42288,SIGSPATIAL,ACM International Conference on Advances in Geographic Information Systems,SIGSPATIAL,ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems,o8w3q5IHx5MJ,ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems,25,25,22,ACM International Conference on Advances in Geographic Information Systems,A,A,National: USA,A,B,View,https://dblp.org/db/conf/gis/,View,https://scholar.google.com/citations?view_op=list_hcore&venue=o8w3q5IHx5MJ.2023,
72516,SLT,IEEE Spoken Language Technology Workshop,SLT,Spoken Language Technology Workshop,RLg5p-2vdE4J,IEEE Spoken Language Technology Workshop (SLT),40,31,-,,-,-,-,-,-,View,https://dblp.org/db/conf/slt/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=RLg5p-2vdE4J.2023,
50824,SmartGridComm,International Conference on Smart Grid Communications,SmartGridComm,IEEE International Conference on Smart Grid Communications,SnwrCbSeOf8J,IEEE International Conference on Smart Grid Communications (SmartGridComm),25,22,-,,-,-,-,-,-,View,https://dblp.org/db/conf/smartgridcomm/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=SnwrCbSeOf8J.2023,Added 27/07/2022 as it met objective criteria. Request made by Mark Wallace (DSAI).
42905,SMC,"IEEE International Conference on Systems, Man and Cybernetics",SMC,"IEEE International Conference on Systems, Man and Cybernetics",qJlcVei6YeoJ,"IEEE International Conference on Systems, Man and Cybernetics",32,31,611,"IEEE Conference on Systems, Man and Cybernetics",B,B,B,B,B,View,https://dblp.org/db/conf/smc,View,https://scholar.google.com/citations?view_op=list_hcore&venue=qJlcVei6YeoJ.2023,
,,,SoCC,ACM Symposium on Cloud Computing,o1durVJyeP4J,ACM Symposium on Cloud Computing,35,32,-,,-,-,-,-,-,View,https://dblp.org/db/conf/cloud/,View,https://scholar.google.com/citations?view_op=list_hcore&venue=o1durVJyeP4J.2023,
42329,SoCG,Symposium on Computational Geometry,SoCG,International Symposium on Computational Geometry,MGCukPJHrn0J,Symposium on Computational Geometry,24,22,60,International Symposium on Computational Geometry,A,A,A,A,A,View,https://dblp.org/db/conf/compgeom/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=MGCukPJHrn0J.2023,
,,,SOCS,Symposium on Combinatorial Search,7xJ2M-o6QYwJ,Symposium on Combinatorial Search,18,19,2212,The Symposium of Combinatorial Search,B,B,Unranked,Unranked,-,View,https://dblp.org/db/conf/socs/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=7xJ2M-o6QYwJ.2023,"Added 28/07/2022, approved as a special exception by ADR. Request made by Daniel Harabor (DSAI)."
42351,SODA,ACM SIAM Symposium on Discrete Algorithms,SODA,ACM-SIAM Symposium on Discrete Algorithms,9lG2cY79sEoJ,ACM SIAM Symposium on Discrete Algorithms,57,57,80,ACM/SIAM Symposium on Discrete Algorithms,A*,A*,A*,A*,A,View,https://dblp.org/db/conf/soda,View,https://scholar.google.com/citations?view_op=list_hcore&venue=9lG2cY79sEoJ.2023,
50475,SOSE,IEEE International Symposium on Service Oriented System Engineering,SOSE,International Symposium on Service Oriented System Engineering,ulKVU8pocJsJ,IEEE International Symposium on Service Oriented System Engineering,19,20,-,,-,-,-,-,-,View,https://dblp.org/db/conf/sose/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=ulKVU8pocJsJ.2023,Added 13/08/2021 as it met objective criteria. Request made by Aamir Cheema (SSC).
42317,SOSP,ACM Symposium on Operating Systems Principles,SOSP,Symposium on Operating Systems Principles,,Symposium on Operating Systems Principles,,42,48,ACM SIGOPS Symposium on Operating Systems Principles,A*,A*,A*,A*,A,View,https://dblp.org/db/conf/sosp,View,https://scholar.google.com/citations?view_op=list_hcore&venue=.2023,Biennial conference.
44095,SPAA,ACM Symposium on Parallelism in Algorithms and Architectures,SPAA,ACM Symposium on Parallelism in Algorithms and Architectures,siTGI384Pw4J,ACM Symposium on Parallelism in Algorithms and Architectures (SPAA),24,23,1790,Symposium on Parallelism in Algorithms and Architectures,B,A,A,A,A,View,https://dblp.org/db/conf/spaa,View,https://scholar.google.com/citations?view_op=list_hcore&venue=siTGI384Pw4J.2023,
N78071,SSCI,"IEEE Symposium on Computational Intelligence, (SSCI)",SSCI,IEEE Symposium Series on Computational Intelligence,c3DqEnruQwEJ,IEEE Symposium Series on Computational Intelligence,29,33,-,,-,-,-,-,-,View,https://dblp.org/db/conf/ssci/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=c3DqEnruQwEJ.2023,Added 13/08/2021 as it met objective criteria. Request made by Wong Kok Sheik (Malaysia).
42968,SCC,IEEE International Conference on Services Computing,SSE,IEEE International Conference on Software Services Engineering,_Fj23yox54QJ,IEEE International Conference on Services Computing,17,18,674,IEEE International Conference on Software Services Engineering (previously IEEE International Conference on Services Computing SCC),B,B,A,A,A,View,https://dblp.org/db/conf/IEEEscc,View,https://scholar.google.com/citations?view_op=list_hcore&venue=_Fj23yox54QJ.2023,"~Met objective criteria as at Jan 2020. Reranked to B from A in CORE 2021 ranking. Previously, was IEEE International Conference on Services Computing SCC"
43727,STACS,Symposium on Theoretical Aspects of Computer Science (STACS),STACS,Symposium on Theoretical Aspects of Computer Science,BmGC50v8VqkJ,Symposium on Theoretical Aspects of Computer Science (STACS),19,20,1426,International Symposium on Theoretical Aspects of Computer Science,A,A,A,A,B,View,https://dblp.org/db/conf/stacs,View,https://scholar.google.com/citations?view_op=list_hcore&venue=BmGC50v8VqkJ.2023,~Met objective criteria as at Aug 2022
42335,STOC,ACM Symposium on Theory of Computing,STOC,Symposium on the Theory of Computing,t-147h7Cn5cJ,ACM Symposium on Theory of Computing,60,61,65,ACM Symposium on Theory of Computing,A*,A*,A*,A*,A,View,https://dblp.org/db/conf/stoc,View,https://scholar.google.com/citations?view_op=list_hcore&venue=t-147h7Cn5cJ.2023,
44125,TACAS,International Conference on Tools and Algorithms for the Construction and Analysis of Systems,TACAS,International Conference on Tools and Algorithms for Construction and Analysis of Systems,oyPC5tex7U0J,International Conference on Tools and Algorithms for the Construction and Analysis of Systems (TACAS),34,35,1818,Tools and Algorithms for Construction and Analysis of Systems,A,A,A,A,A,View,https://dblp.org/db/conf/tacas,View,https://scholar.google.com/citations?view_op=list_hcore&venue=oyPC5tex7U0J.2023,
44122,TCC,Theory of Cryptography Conference (TCC),TCC,Theory of Cryptography Conference,JP81m6yJpiEJ,Theory of Cryptography,31,30,1815,Theory of Cryptography Conference,A,A,A,A,A,View,https://dblp.org/db/conf/tcc,View,https://scholar.google.com/citations?view_op=list_hcore&venue=JP81m6yJpiEJ.2023,
44103,TEI,"International Conference on Tangible, Embedded, and Embodied Interaction",TEI,"International Conference on Tangible, Embedded, and Embodied Interaction",KRPnqF5qBUgJ,"International Conference on Tangible, Embedded, and Embodied Interaction",27,25,1798,"Tangible, Embedded, and Embodied Interaction",B,A,A,A,A,View,https://dblp.org/db/conf/tei,View,https://scholar.google.com/citations?view_op=list_hcore&venue=KRPnqF5qBUgJ.2023,
72397,TrustCom,"IEEE International Conference on Trust, Security and Privacy in Computing and Communications",TrustCom,"International Conference on Trust, Security and Privacy in Computing and Communications",eMr22KXtlXcJ,"IEEE International Conference on Trust, Security and Privacy in Computing and Communications (TrustCom)",35,29,790,"International Conference on Trust, Security and Privacy in Computing and Communications",B,B,A,A,A,View,https://dblp.org/db/conf/trustcom/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=eMr22KXtlXcJ.2023,Added 22/01/2020 as it met objective criteria. Request made by Carsten Rudoph (SSC). Reranked to B from A in CORE 2021 ranking.
42630,UAI,Conference on Uncertainty in Artificial Intelligence (UAI),UAI,Conference on Uncertainty in Artificial Intelligence,xLfkTVI4LkMJ,Conference on Uncertainty in Artificial Intelligence (UAI),50,45,346,Conference in Uncertainty in Artificial Intelligence,A,A,A*,A*,A,View,https://dblp.org/db/conf/uai,View,https://scholar.google.com/citations?view_op=list_hcore&venue=xLfkTVI4LkMJ.2023,Reranked to A from A* in CORE 2021 ranking.
50497,,IEEE/ACM International Conference on Utility and Cloud Computing,UCC,International Conference on Utility and Cloud Computing,gCzn4TRHFGQJ,International Conference on Utility and Cloud Computing,23,22,2252,Utility and Cloud Computing,Unranked,Unranked,-,-,-,View,https://dblp.org/db/conf/ucc/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=gCzn4TRHFGQJ.2023,Added 28/07/2022 as it met objective criteria. Request made by Adel Toosi (SSC).
42336,UIST,ACM Symposium on User Interface Software and Technology,UIST,ACM Symposium on User Interface Software and Technology,vl9z3BzoXrgJ,ACM Symposium on User Interface Software and Technology,44,44,66,ACM Symposium on User Interface Software and Technology,A*,A*,A,A,A,View,https://dblp.org/db/conf/uist/,View,https://scholar.google.com/citations?view_op=list_hcore&venue=vl9z3BzoXrgJ.2023,Reranked to A* from A in CORE 2021 ranking.
43570,UMAP,"International Conference on User Modeling, Adaptation and Personalization",UMAP,"User Modeling, Adaptation, and Personalization",jtXTIwcBWV8J,"International Conference on User Modeling, Adaptation and Personalization (UMAP)",28,27,1259,"International Conference on User Modelling, Adaptation, and Personalization (was AH and UM)",B,B,B,B,B,View,https://dblp.org/db/conf/um,View,https://scholar.google.com/citations?view_op=list_hcore&venue=jtXTIwcBWV8J.2023,Added 22/01/2020 as it met objective criteria. Request made by Dragan Gasevic (DS&AI).
44146,USENIX ATC,USENIX Annual Technical Conference,USENIX ATC,USENIX Annual Technical Conference,UoM6MOnWKE8J,USENIX Annual Technical Conference,59,58,1838,Usenix Annual Technical Conference,A,A,A,A,A,View,https://dblp.org/db/conf/usenix,View,https://scholar.google.com/citations?view_op=list_hcore&venue=UoM6MOnWKE8J.2023,
44149,USENIX Security,USENIX Security Symposium,USENIX Security,USENIX Security Symposium,HSHJIaLyN9IJ,USENIX Security Symposium,92,84,1841,Usenix Security Symposium,A*,A*,A*,A*,A,View,https://dblp.org/db/conf/uss,View,https://scholar.google.com/citations?view_op=list_hcore&venue=HSHJIaLyN9IJ.2023,
44063,VCIP,SPIE International Conference on Visual Communications and Image Processing,VCIP,Visual Communications and Image Processing,w7hnA89zuXcJ,IEEE Visual Communications and Image Processing (VCIP),18,22,1757,IEEE International Conference on Visual Communications and Image Processing (was SPIE ... pre 2011),C,B,B,B,B,View,https://dblp.org/db/conf/vcip/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=w7hnA89zuXcJ.2023,Added 13/08/2021 as it met objective criteria. Request made by Wong Kok Sheik (Malaysia).
43573,VLDB,International Conference on Very Large Databases,VLDB,Very Large Data Bases Conference,HgMIeQ05CyMJ,International Conference on Very Large Databases,79,73,1261,International Conference on Very Large Databases,A*,A*,A*,A*,A,View,https://dblp.org/db/conf/vldb,View,https://scholar.google.com/citations?view_op=list_hcore&venue=HgMIeQ05CyMJ.2023,
43054,VLSIC,IEEE Symposium on VLSI Circuits (VLSIC),VLSIC,Symposium on VLSI Circuits,p0zhmGHIXBMJ,IEEE Symposium on VLSI Circuits (VLSIC),34,26,1770,Symposia on VLSI Technology and Circuits,-,-,-,A,A,View,https://dblp.org/db/conf/vlsic/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=p0zhmGHIXBMJ.2023,Ranked A in ERA2010.
44155,VMCAI,"Verification, Model Checking and Abstract Interpretation",VMCAI,"International Conference on Verification, Model Checking and Abstract Interpretation",HwtjFGLYgA8J,"Verification, Model Checking and Abstract Interpretation (VMCAI)",14,15,1847,"Verification, Model Checking and Abstract Interpretation",B,B,B,B,B,View,https://dblp.org/db/conf/vmcai,View,https://scholar.google.com/citations?view_op=list_hcore&venue=HwtjFGLYgA8J.2023,~Met objective criteria as at May 2019
43059,IEEE VR,IEEE International Conference on Virtual Reality,VR,IEEE Conference on Virtual Reality and 3D User Interfaces,muc8DCDEiWcJ,IEEE Virtual Reality Conference,44,37,758,IEEE Conference on Virtual Reality and 3D User Interfaces,A*,A*,A,A,B,View,https://dblp.org/db/conf/vr/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=muc8DCDEiWcJ.2023,Added 22/01/2020 as it met objective criteria. Request made by Tim Dwyer (HCC).
,,,VRST,ACM Symposium on Virtual Reality Software and Technology,QFdzrecfz8sJ,ACM Symposium on Virtual Reality Software and Technology,24,26,,,A,A,,,,,,View,,
43058,VTC,IEEE Vehicular Technology Conference,VTC,IEEE Vehicular Technology Conference,Y0aL1yWCdxkJ,"IEEE Vehicular Technology Conference, VTC",45,42,757,IEEE Vehicular Technology Conference,B,B,B,B,B,View,https://dblp.org/db/conf/vtc,View,https://scholar.google.com/citations?view_op=list_hcore&venue=Y0aL1yWCdxkJ.2023,
43064,WACV,IEEE Winter Conference on Applications of Computer Vision (previously IEEE Workshop on Applications of Computer Vision),WACV,IEEE/CVF Winter Conference on Applications of Computer Vision,uo-zCIky-iEJ,IEEE/CVF Winter Conference on Applications of Computer Vision (WACV),95,76,763,IEEE Workshop on Applications of Computer Vision,A,A,A,A,A,View,https://dblp.org/db/conf/wacv,View,https://scholar.google.com/citations?view_op=list_hcore&venue=uo-zCIky-iEJ.2023,
43061,WCNC,IEEE Wireless Communications & Networking Conference,WCNC,IEEE Wireless Communications and Networking Conference,8LQ-UO1RB84J,IEEE Wireless Communications & Networking Conference,43,44,760,IEEE Wireless Communications and Networking Conference,B,B,B,B,B,View,https://dblp.org/db/conf/wcnc,View,https://scholar.google.com/citations?view_op=list_hcore&venue=8LQ-UO1RB84J.2023,
72518,WF-IoT,IEEE World Forum on Internet of Things (WF-IoT),WF-IoT,World Forum on Internet of Things,gSjQo1cwB88J,World Forum on Internet of Things,38,30,-,,-,-,-,-,-,View,https://dblp.org/db/conf/wf-iot/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=gSjQo1cwB88J.2023,Added 13/08/2021 as it met objective criteria. Request made by Aamir Cheema (SSC).
72458,WIFS,IEEE International Workshop on Information Forensics and Security,WIFS,International Workshop on Information Forensics and Security,mvVvdS_cvHIJ,IEEE International Workshop on Information Forensics and Security,22,22,-,,-,-,-,-,-,View,https://dblp.org/db/conf/wifs/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=mvVvdS_cvHIJ.2023,Added 03/02/2020 as it met objective criteria. Request made by Jin Zhe (Malaysia).
43850,WiOpt,"International Symposium on Modeling and Optimization in Mobile, Ad Hoc, and Wireless Networks",WiOpt,"International Symposium on Modeling and Optimization in Mobile, Ad-Hoc and Wireless Networks",wMDBJK-Wc7wJ,"International Symposium on Modeling and Optimization in Mobile, Ad Hoc, and Wireless Networks and Workshops",19,21,1401,"International Symposium on Modelling and Optimization in Mobile, Ad Hoc, and Wireless Networks",B,B,B,B,B,View,https://dblp.org/db/conf/wiopt,View,https://scholar.google.com/citations?view_op=list_hcore&venue=wMDBJK-Wc7wJ.2023,~Met objective criteria as at Aug 2022
N80891,WMT,Workshop On Statistical Machine Translation (Wmt),WMT,Conference on Machine Translation,wNGM6_RkxKgJ,Workshop on Machine Translation,50,50,-,,-,-,-,-,-,View,https://dblp.org/db/conf/wmt/index.html,View,https://scholar.google.com/citations?view_op=list_hcore&venue=wNGM6_RkxKgJ.2023,
42987,WoWMoM,"IEEE International Symposium on a World of Wireless, Mobile and Multimedia Networks",WoWMoM,"IEEE International Symposium on a World of Wireless, Mobile and Multimedia Networks",N_9FWgf0qxMJ,"IEEE International Symposium on a World of Wireless, Mobile and Multimedia Networks",24,24,691,"IEEE International Symposium on a World of Wireless, Mobile and Multimedia Networks",B,B,A,A,A,View,https://dblp.org/db/conf/wowmom/,View,https://scholar.google.com/citations?view_op=list_hcore&venue=N_9FWgf0qxMJ.2023,Reranked to B from A in CORE 2021 ranking.
42297,WSDM,ACM International Conference on Web Search and Data Mining,WSDM,Web Search and Data Mining,6AbX1YWluE4J,ACM International Conference on Web Search and Data Mining,75,69,31,ACM International Conference on Web Search and Data Mining,A,A*,A*,A*,B,View,https://dblp.org/db/conf/wsdm/,View,https://scholar.google.com/citations?view_op=list_hcore&venue=6AbX1YWluE4J.2023,
43847,WWW,The Web Conference (previously International World Wide Web Conference),WWW,The Web Conference,VtCeQ7ShDloJ,International World Wide Web Conferences (WWW),106,98,1548,International World Wide Web Conference,A*,A*,A*,A*,A,View,https://dblp.org/db/conf/www,View,https://scholar.google.com/citations?view_op=list_hcore&venue=VtCeQ7ShDloJ.2023,
42636,XP,International Conference on Agile Software Development (previously International Conference on Agile Processes in Software Engineering and Extreme Programming),XP,International Conference on Agile Software Development,CWzNub7mXWkJ,International Conference on Agile Processes in Software Engineering and Extreme Programming (XP),26,26,355,Conference on Agile Software Development,B,B,B,B,B,View,https://dblp.org/db/conf/xpu/,View,https://scholar.google.com/citations?view_op=list_hcore&venue=CWzNub7mXWkJ.2023,Added 27/07/2020 as it met objective criteria. Request made by Rashina Hoda (SSC).
